,門牌資料,編釘日期,編釘類別
8915,桃園市桃園區新埔里002鄰經國路４３７號六樓,民國111年3月1日,行政區域調整
8916,桃園市桃園區新埔里002鄰經國路４３７號四樓,民國111年3月1日,行政區域調整
8917,桃園市桃園區新埔里002鄰經國路４３９號,民國111年3月1日,行政區域調整
8918,桃園市桃園區新埔里002鄰經國路４３９號二樓,民國111年3月1日,行政區域調整
8919,桃園市桃園區新埔里002鄰經國路４３９號三樓,民國111年3月1日,行政區域調整
8920,桃園市桃園區新埔里002鄰經國路４３９號五樓,民國111年3月1日,行政區域調整
8921,桃園市桃園區文中里022鄰慈文路８１３號二十樓,民國111年3月1日,行政區域調整
8922,桃園市桃園區文中里022鄰慈文路８１３號二樓,民國111年3月1日,行政區域調整
8923,桃園市桃園區文中里022鄰慈文路８１３號八樓,民國111年3月1日,行政區域調整
8924,桃園市桃園區文中里022鄰慈文路８１３號十一樓,民國111年3月1日,行政區域調整
8925,桃園市桃園區文中里022鄰慈文路８１３號十七樓,民國111年3月1日,行政區域調整
8926,桃園市桃園區經國里014鄰經國路５８號十二樓,民國111年3月1日,行政區域調整
8927,桃園市桃園區經國里014鄰經國路５８號十八樓,民國111年3月1日,行政區域調整
8928,桃園市桃園區經國里014鄰經國路５８號十三樓,民國111年3月1日,行政區域調整
8929,桃園市桃園區經國里014鄰經國路５８號十五樓,民國111年3月1日,行政區域調整
8930,桃園市桃園區經國里014鄰經國路５８號十六樓,民國111年3月1日,行政區域調整
8931,桃園市桃園區經國里014鄰經國路５８號十四樓,民國111年3月1日,行政區域調整
8932,桃園市桃園區經國里014鄰經國路５８號十樓,民國111年3月1日,行政區域調整
8933,桃園市桃園區經國里014鄰經國路５８號三樓,民國111年3月1日,行政區域調整
8934,桃園市桃園區經國里014鄰經國路５８號五樓,民國111年3月1日,行政區域調整
8935,桃園市桃園區經國里014鄰經國路５８號六樓,民國111年3月1日,行政區域調整
8936,桃園市桃園區經國里014鄰經國路５８號四樓,民國111年3月1日,行政區域調整
8937,桃園市桃園區同安里029鄰大興西路一段２５０號,民國111年3月1日,行政區域調整
8938,桃園市桃園區同安里029鄰大興西路一段２５６號,民國111年3月1日,行政區域調整
8939,桃園市桃園區同安里029鄰大興西路一段２５６號七樓,民國111年3月1日,行政區域調整
8940,桃園市桃園區同安里029鄰大興西路一段２５６號九樓,民國111年3月1日,行政區域調整
8941,桃園市桃園區同安里029鄰大興西路一段２５６號八樓,民國111年3月1日,行政區域調整
8942,桃園市桃園區檜樂里001鄰民有東路１０之１號,民國111年3月1日,行政區域調整
8943,桃園市桃園區檜樂里001鄰民有東路１０之２號,民國111年3月1日,行政區域調整
8944,桃園市桃園區檜樂里001鄰民有東路１０之３號,民國111年3月1日,行政區域調整
8945,桃園市桃園區檜樂里001鄰民有東路１０號,民國111年3月1日,行政區域調整
8946,桃園市桃園區檜樂里004鄰民有東路１２巷４５號,民國111年3月1日,行政區域調整
8947,桃園市桃園區檜樂里004鄰民有東路１２巷４６號,民國111年3月1日,行政區域調整
8948,桃園市桃園區檜樂里004鄰民有東路１２巷４６號二樓,民國111年3月1日,行政區域調整
8949,桃園市桃園區檜樂里004鄰民有東路１２巷４６號三樓,民國111年3月1日,行政區域調整
8950,桃園市桃園區檜樂里004鄰民有東路１２巷４６號四樓,民國111年3月1日,行政區域調整
8951,桃園市桃園區檜樂里004鄰民有東路１２巷４７號,民國111年3月1日,行政區域調整
8952,桃園市桃園區檜樂里004鄰民有東路１２巷４８號二樓,民國111年3月1日,行政區域調整
8953,桃園市桃園區檜樂里004鄰民有東路１２巷４８號三樓,民國111年3月1日,行政區域調整
8954,桃園市桃園區檜樂里004鄰民有東路１２巷４８號四樓,民國111年3月1日,行政區域調整
8955,桃園市桃園區檜樂里004鄰民有東路１２巷４９號,民國111年3月1日,行政區域調整
8956,桃園市桃園區檜樂里004鄰民有東路１２巷４９號二樓,民國111年3月1日,行政區域調整
8957,桃園市桃園區檜樂里004鄰民有東路１２巷４９號三樓,民國111年3月1日,行政區域調整
8958,桃園市桃園區檜樂里004鄰民有東路１２巷４９號四樓,民國111年3月1日,行政區域調整
8959,桃園市桃園區檜樂里004鄰民有東路１２巷５０號,民國111年3月1日,行政區域調整
8960,桃園市桃園區檜樂里004鄰民有東路１２巷５０號二樓,民國111年3月1日,行政區域調整
8961,桃園市桃園區檜樂里004鄰民有東路１２巷５０號三樓,民國111年3月1日,行政區域調整
8962,桃園市桃園區檜樂里004鄰民有東路１２巷５０號四樓,民國111年3月1日,行政區域調整
8963,桃園市桃園區檜樂里004鄰民有東路１２巷５１號,民國111年3月1日,行政區域調整
8964,桃園市桃園區檜樂里002鄰民有東路２６之１號三樓,民國111年3月1日,行政區域調整
8965,桃園市桃園區檜樂里002鄰民有東路２６之１號五樓,民國111年3月1日,行政區域調整
8966,桃園市桃園區檜樂里002鄰民有東路２６之１號六樓,民國111年3月1日,行政區域調整
8967,桃園市桃園區檜樂里002鄰民有東路２６之１號四樓,民國111年3月1日,行政區域調整
8968,桃園市桃園區檜樂里002鄰民有東路２６之２號七樓,民國111年3月1日,行政區域調整
8969,桃園市桃園區檜樂里002鄰民有東路２６之２號九樓,民國111年3月1日,行政區域調整
8970,桃園市桃園區檜樂里002鄰民有東路２６之２號八樓,民國111年3月1日,行政區域調整
8971,桃園市桃園區檜樂里002鄰民有東路２６之２號十一樓,民國111年3月1日,行政區域調整
8972,桃園市桃園區檜樂里002鄰民有東路２６之２號十二樓,民國111年3月1日,行政區域調整
8973,桃園市桃園區檜樂里002鄰民有東路２６之２號十三樓,民國111年3月1日,行政區域調整
8974,桃園市桃園區檜樂里002鄰民有東路２６之２號十樓,民國111年3月1日,行政區域調整
8975,桃園市桃園區檜樂里002鄰民有東路２６之２號三樓,民國111年3月1日,行政區域調整
8976,桃園市桃園區檜樂里002鄰民有東路２６之２號五樓,民國111年3月1日,行政區域調整
8977,桃園市桃園區檜樂里002鄰民有東路２６之２號六樓,民國111年3月1日,行政區域調整
8978,桃園市桃園區檜樂里002鄰民有東路２６之２號四樓,民國111年3月1日,行政區域調整
8979,桃園市桃園區檜樂里002鄰民有東路２６之３號七樓,民國111年3月1日,行政區域調整
8980,桃園市桃園區檜樂里002鄰民有東路２６之３號九樓,民國111年3月1日,行政區域調整
8981,桃園市桃園區檜樂里002鄰民有東路２６之３號八樓,民國111年3月1日,行政區域調整
8982,桃園市桃園區檜樂里002鄰民有東路２６之３號十一樓,民國111年3月1日,行政區域調整
8983,桃園市桃園區檜樂里002鄰民有東路２６之３號十二樓,民國111年3月1日,行政區域調整
8984,桃園市桃園區檜樂里002鄰民有東路２６之３號十三樓,民國111年3月1日,行政區域調整
8985,桃園市桃園區檜樂里002鄰民有東路２６之３號十樓,民國111年3月1日,行政區域調整
8986,桃園市桃園區檜樂里002鄰民有東路２６之３號三樓,民國111年3月1日,行政區域調整
8987,桃園市桃園區檜樂里002鄰民有東路２６之３號五樓,民國111年3月1日,行政區域調整
8988,桃園市桃園區檜樂里002鄰民有東路２６之３號六樓,民國111年3月1日,行政區域調整
8989,桃園市桃園區檜樂里002鄰民有東路２６之３號四樓,民國111年3月1日,行政區域調整
8990,桃園市桃園區檜樂里002鄰民有東路２６號七樓,民國111年3月1日,行政區域調整
8991,桃園市桃園區檜樂里002鄰民有東路２６號九樓,民國111年3月1日,行政區域調整
8992,桃園市桃園區檜樂里002鄰民有東路２６號八樓,民國111年3月1日,行政區域調整
8993,桃園市桃園區檜樂里002鄰民有東路２６號十一樓,民國111年3月1日,行政區域調整
8994,桃園市桃園區檜樂里002鄰民有東路２６號十二樓,民國111年3月1日,行政區域調整
8995,桃園市桃園區檜樂里002鄰民有東路２６號十三樓,民國111年3月1日,行政區域調整
8996,桃園市桃園區檜樂里001鄰民有東路１８號十樓,民國111年3月1日,行政區域調整
8997,桃園市桃園區檜樂里001鄰民有東路１８號三樓,民國111年3月1日,行政區域調整
8998,桃園市桃園區檜樂里001鄰民有東路１８號五樓,民國111年3月1日,行政區域調整
8999,桃園市桃園區檜樂里001鄰民有東路１８號六樓,民國111年3月1日,行政區域調整
9000,桃園市桃園區檜樂里001鄰民有東路１８號四樓,民國111年3月1日,行政區域調整
9001,桃園市桃園區檜樂里002鄰民有東路２６號十樓,民國111年3月1日,行政區域調整
9002,桃園市桃園區檜樂里002鄰民有東路２６號三樓,民國111年3月1日,行政區域調整
9003,桃園市桃園區檜樂里002鄰民有東路２６號五樓,民國111年3月1日,行政區域調整
9004,桃園市桃園區檜樂里002鄰民有東路２６號六樓,民國111年3月1日,行政區域調整
9005,桃園市桃園區檜樂里002鄰民有東路２６號四樓,民國111年3月1日,行政區域調整
9006,桃園市桃園區檜樂里002鄰民有東路２８之１號,民國111年3月1日,行政區域調整
9007,桃園市桃園區檜樂里002鄰民有東路２８之１號七樓,民國111年3月1日,行政區域調整
9008,桃園市桃園區檜樂里002鄰民有東路２８之１號九樓,民國111年3月1日,行政區域調整
9009,桃園市桃園區檜樂里002鄰民有東路２８之１號二樓,民國111年3月1日,行政區域調整
9010,桃園市桃園區檜樂里002鄰民有東路２８之１號八樓,民國111年3月1日,行政區域調整
9011,桃園市桃園區檜樂里002鄰民有東路２８之１號十一樓,民國111年3月1日,行政區域調整
9012,桃園市桃園區檜樂里002鄰民有東路２８之１號十樓,民國111年3月1日,行政區域調整
9013,桃園市桃園區檜樂里002鄰民有東路２８之１號三樓,民國111年3月1日,行政區域調整
9014,桃園市桃園區檜樂里002鄰民有東路２８之１號五樓,民國111年3月1日,行政區域調整
9015,桃園市桃園區檜樂里002鄰民有東路２８之１號六樓,民國111年3月1日,行政區域調整
9016,桃園市桃園區檜樂里002鄰民有東路２８之１號四樓,民國111年3月1日,行政區域調整
9017,桃園市桃園區檜樂里002鄰民有東路２８號,民國111年3月1日,行政區域調整
9018,桃園市桃園區檜樂里002鄰民有東路２８號七樓,民國111年3月1日,行政區域調整
9019,桃園市桃園區檜樂里002鄰民有東路２８號九樓,民國111年3月1日,行政區域調整
9020,桃園市桃園區檜樂里002鄰民有東路２８號八樓,民國111年3月1日,行政區域調整
9021,桃園市桃園區檜樂里002鄰民有東路２８號十一樓,民國111年3月1日,行政區域調整
9022,桃園市桃園區檜樂里002鄰民有東路２８號十樓,民國111年3月1日,行政區域調整
9023,桃園市桃園區檜樂里002鄰民有東路２８號三樓,民國111年3月1日,行政區域調整
9024,桃園市桃園區檜樂里002鄰民有東路２８號五樓,民國111年3月1日,行政區域調整
9025,桃園市桃園區檜樂里002鄰民有東路２８號六樓,民國111年3月1日,行政區域調整
9026,桃園市桃園區檜樂里002鄰民有東路２８號四樓,民國111年3月1日,行政區域調整
9027,桃園市桃園區檜樂里001鄰民有東路２巷１０號,民國111年3月1日,行政區域調整
9028,桃園市桃園區檜樂里001鄰民有東路２巷１１號,民國111年3月1日,行政區域調整
9029,桃園市桃園區檜樂里001鄰民有東路２巷１２號,民國111年3月1日,行政區域調整
9030,桃園市桃園區檜樂里001鄰民有東路２巷１３號,民國111年3月1日,行政區域調整
9031,桃園市桃園區檜樂里001鄰民有東路２巷１５號,民國111年3月1日,行政區域調整
9032,桃園市桃園區檜樂里001鄰民有東路２巷１６號,民國111年3月1日,行政區域調整
9033,桃園市桃園區檜樂里001鄰民有東路２巷１７號,民國111年3月1日,行政區域調整
9034,桃園市桃園區檜樂里001鄰民有東路２巷１８號七樓,民國111年3月1日,行政區域調整
9035,桃園市桃園區檜樂里001鄰民有東路２巷１８號九樓,民國111年3月1日,行政區域調整
9036,桃園市桃園區檜樂里001鄰民有東路２巷１８號二樓,民國111年3月1日,行政區域調整
9037,桃園市桃園區檜樂里001鄰民有東路２巷１８號八樓,民國111年3月1日,行政區域調整
9038,桃園市桃園區檜樂里001鄰民有東路２巷１８號十一樓,民國111年3月1日,行政區域調整
9039,桃園市桃園區檜樂里001鄰民有東路２巷１８號十二樓,民國111年3月1日,行政區域調整
9040,桃園市桃園區檜樂里001鄰民有東路２巷１８號十三樓,民國111年3月1日,行政區域調整
9041,桃園市桃園區檜樂里001鄰民有東路２巷１８號十樓,民國111年3月1日,行政區域調整
9042,桃園市桃園區檜樂里001鄰民有東路２巷１８號三樓,民國111年3月1日,行政區域調整
9043,桃園市桃園區檜樂里001鄰民有東路２巷１８號五樓,民國111年3月1日,行政區域調整
9044,桃園市桃園區檜樂里001鄰民有東路２巷１８號六樓,民國111年3月1日,行政區域調整
9045,桃園市桃園區檜樂里001鄰民有東路２巷１８號四樓,民國111年3月1日,行政區域調整
9046,桃園市桃園區檜樂里001鄰民有東路２０之１號七樓,民國111年3月1日,行政區域調整
9047,桃園市桃園區檜樂里001鄰民有東路２０之１號九樓,民國111年3月1日,行政區域調整
9048,桃園市桃園區檜樂里001鄰民有東路２０之１號二樓,民國111年3月1日,行政區域調整
9049,桃園市桃園區檜樂里001鄰民有東路２０之１號八樓,民國111年3月1日,行政區域調整
9050,桃園市桃園區檜樂里001鄰民有東路２０之１號十一樓,民國111年3月1日,行政區域調整
9051,桃園市桃園區檜樂里001鄰民有東路２０之１號十樓,民國111年3月1日,行政區域調整
9052,桃園市桃園區檜樂里001鄰民有東路２０之１號三樓,民國111年3月1日,行政區域調整
9053,桃園市桃園區檜樂里001鄰民有東路２０之１號五樓,民國111年3月1日,行政區域調整
9054,桃園市桃園區檜樂里001鄰民有東路２０之１號六樓,民國111年3月1日,行政區域調整
9055,桃園市桃園區檜樂里001鄰民有東路２０之１號四樓,民國111年3月1日,行政區域調整
9056,桃園市桃園區檜樂里001鄰民有東路２０號,民國111年3月1日,行政區域調整
9057,桃園市桃園區檜樂里001鄰民有東路２０號七樓,民國111年3月1日,行政區域調整
9058,桃園市桃園區檜樂里001鄰民有東路２０號九樓,民國111年3月1日,行政區域調整
9059,桃園市桃園區檜樂里001鄰民有東路２０號二樓,民國111年3月1日,行政區域調整
9060,桃園市桃園區會稽里010鄰大有路５６１號,民國111年3月1日,行政區域調整
9061,桃園市桃園區會稽里010鄰大有路５６１號七樓之１,民國111年3月1日,行政區域調整
9062,桃園市桃園區會稽里010鄰大有路５６１號七樓之２,民國111年3月1日,行政區域調整
9063,桃園市桃園區會稽里010鄰大有路５６１號七樓之３,民國111年3月1日,行政區域調整
9064,桃園市桃園區會稽里010鄰大有路５６１號九樓之１,民國111年3月1日,行政區域調整
9065,桃園市桃園區會稽里010鄰大有路５６１號九樓之２,民國111年3月1日,行政區域調整
9066,桃園市桃園區會稽里010鄰大有路５６１號九樓之３,民國111年3月1日,行政區域調整
9067,桃園市桃園區會稽里010鄰大有路５６１號二樓之１,民國111年3月1日,行政區域調整
9068,桃園市桃園區會稽里010鄰大有路５６１號二樓之２,民國111年3月1日,行政區域調整
9069,桃園市桃園區會稽里010鄰大有路５６１號八樓之１,民國111年3月1日,行政區域調整
9070,桃園市桃園區會稽里010鄰大有路５６１號八樓之２,民國111年3月1日,行政區域調整
9071,桃園市桃園區會稽里010鄰大有路５６１號八樓之３,民國111年3月1日,行政區域調整
9072,桃園市桃園區會稽里010鄰大有路５６１號十一樓之１,民國111年3月1日,行政區域調整
9073,桃園市桃園區會稽里010鄰大有路５６１號十一樓之２,民國111年3月1日,行政區域調整
9074,桃園市桃園區會稽里010鄰大有路５６１號十二樓之１,民國111年3月1日,行政區域調整
9075,桃園市桃園區會稽里010鄰大有路５６１號十二樓之２,民國111年3月1日,行政區域調整
9076,桃園市桃園區會稽里010鄰大有路５６１號十三樓之１,民國111年3月1日,行政區域調整
9077,桃園市桃園區會稽里010鄰大有路５６１號十三樓之２,民國111年3月1日,行政區域調整
9078,桃園市桃園區會稽里010鄰大有路５６１號十四樓,民國111年3月1日,行政區域調整
9079,桃園市桃園區會稽里010鄰大有路５６１號十樓之１,民國111年3月1日,行政區域調整
9080,桃園市桃園區會稽里010鄰大有路５６１號十樓之２,民國111年3月1日,行政區域調整
9081,桃園市桃園區會稽里010鄰大有路５６１號三樓之１,民國111年3月1日,行政區域調整
9082,桃園市桃園區會稽里010鄰大有路５６１號三樓之２,民國111年3月1日,行政區域調整
9083,桃園市桃園區會稽里010鄰大有路５６１號三樓之３,民國111年3月1日,行政區域調整
9084,桃園市桃園區會稽里010鄰大有路５６１號五樓之１,民國111年3月1日,行政區域調整
9085,桃園市桃園區會稽里010鄰大有路５６１號五樓之２,民國111年3月1日,行政區域調整
9086,桃園市桃園區會稽里010鄰大有路５６１號五樓之３,民國111年3月1日,行政區域調整
9087,桃園市桃園區汴洲里032鄰幸福路４６號九樓,民國111年3月1日,行政區域調整
9088,桃園市桃園區汴洲里032鄰幸福路４６號二樓,民國111年3月1日,行政區域調整
9089,桃園市桃園區汴洲里032鄰幸福路４６號八樓,民國111年3月1日,行政區域調整
9090,桃園市桃園區汴洲里032鄰幸福路４６號十一樓,民國111年3月1日,行政區域調整
9091,桃園市桃園區汴洲里032鄰幸福路４６號十二樓,民國111年3月1日,行政區域調整
9092,桃園市桃園區汴洲里032鄰幸福路４６號十三樓,民國111年3月1日,行政區域調整
9093,桃園市桃園區汴洲里032鄰幸福路４６號十五樓,民國111年3月1日,行政區域調整
9094,桃園市桃園區汴洲里032鄰幸福路４６號十四樓,民國111年3月1日,行政區域調整
9095,桃園市桃園區汴洲里032鄰幸福路４６號十樓,民國111年3月1日,行政區域調整
9096,桃園市桃園區汴洲里032鄰幸福路４６號三樓,民國111年3月1日,行政區域調整
9097,桃園市桃園區汴洲里032鄰幸福路４６號五樓,民國111年3月1日,行政區域調整
9098,桃園市桃園區汴洲里032鄰幸福路４６號六樓,民國111年3月1日,行政區域調整
9099,桃園市桃園區汴洲里032鄰幸福路４６號四樓,民國111年3月1日,行政區域調整
9100,桃園市桃園區汴洲里032鄰幸福路４８號七樓,民國111年3月1日,行政區域調整
9101,桃園市桃園區汴洲里032鄰幸福路４８號九樓,民國111年3月1日,行政區域調整
9102,桃園市桃園區汴洲里032鄰幸福路４８號二樓,民國111年3月1日,行政區域調整
9103,桃園市桃園區汴洲里032鄰幸福路４８號八樓,民國111年3月1日,行政區域調整
9104,桃園市桃園區汴洲里032鄰幸福路４８號十一樓,民國111年3月1日,行政區域調整
9105,桃園市桃園區汴洲里032鄰幸福路４８號十二樓,民國111年3月1日,行政區域調整
9106,桃園市桃園區汴洲里032鄰幸福路４８號十三樓,民國111年3月1日,行政區域調整
9107,桃園市桃園區汴洲里032鄰幸福路４８號十四樓,民國111年3月1日,行政區域調整
9108,桃園市桃園區汴洲里032鄰幸福路４８號十樓,民國111年3月1日,行政區域調整
9109,桃園市桃園區汴洲里032鄰幸福路４８號三樓,民國111年3月1日,行政區域調整
9110,桃園市桃園區汴洲里032鄰幸福路４８號五樓,民國111年3月1日,行政區域調整
9111,桃園市桃園區汴洲里032鄰幸福路４８號六樓,民國111年3月1日,行政區域調整
9112,桃園市桃園區汴洲里032鄰幸福路４８號四樓,民國111年3月1日,行政區域調整
9113,桃園市桃園區汴洲里032鄰幸福路５０號七樓,民國111年3月1日,行政區域調整
9114,桃園市桃園區汴洲里032鄰幸福路５０號九樓,民國111年3月1日,行政區域調整
9115,桃園市桃園區汴洲里032鄰幸福路５０號二樓,民國111年3月1日,行政區域調整
9116,桃園市桃園區汴洲里032鄰幸福路５０號八樓,民國111年3月1日,行政區域調整
9117,桃園市桃園區汴洲里032鄰幸福路５０號十一樓,民國111年3月1日,行政區域調整
9118,桃園市桃園區汴洲里032鄰幸福路５０號十二樓,民國111年3月1日,行政區域調整
9119,桃園市桃園區汴洲里032鄰幸福路５０號十三樓,民國111年3月1日,行政區域調整
9120,桃園市桃園區汴洲里032鄰幸福路５０號十五樓,民國111年3月1日,行政區域調整
9121,桃園市桃園區檜樂里004鄰民有東路１２巷５１號二樓,民國111年3月1日,行政區域調整
9122,桃園市桃園區檜樂里004鄰民有東路１２巷５１號三樓,民國111年3月1日,行政區域調整
9123,桃園市桃園區檜樂里004鄰民有東路１２巷５１號四樓,民國111年3月1日,行政區域調整
9124,桃園市桃園區檜樂里004鄰民有東路１２巷５２號,民國111年3月1日,行政區域調整
9125,桃園市桃園區檜樂里004鄰民有東路１２巷５２號二樓,民國111年3月1日,行政區域調整
9126,桃園市桃園區檜樂里004鄰民有東路１２巷５２號三樓,民國111年3月1日,行政區域調整
9127,桃園市桃園區檜樂里004鄰民有東路１２巷５２號四樓,民國111年3月1日,行政區域調整
9128,桃園市桃園區檜樂里004鄰民有東路１２巷５４號,民國111年3月1日,行政區域調整
9129,桃園市桃園區檜樂里004鄰民有東路１２巷５４號二樓,民國111年3月1日,行政區域調整
9130,桃園市桃園區檜樂里004鄰民有東路１２巷５４號三樓,民國111年3月1日,行政區域調整
9131,桃園市桃園區檜樂里004鄰民有東路１２巷５４號四樓,民國111年3月1日,行政區域調整
9132,桃園市桃園區檜樂里004鄰民有東路１２巷５６號,民國111年3月1日,行政區域調整
9133,桃園市桃園區檜樂里004鄰民有東路１２巷５６號二樓,民國111年3月1日,行政區域調整
9134,桃園市桃園區檜樂里004鄰民有東路１２巷５６號三樓,民國111年3月1日,行政區域調整
9135,桃園市桃園區檜樂里004鄰民有東路１２巷５６號四樓,民國111年3月1日,行政區域調整
9136,桃園市桃園區檜樂里004鄰民有東路１２巷５８號,民國111年3月1日,行政區域調整
9137,桃園市桃園區檜樂里004鄰民有東路１２巷５８號二樓,民國111年3月1日,行政區域調整
9138,桃園市桃園區檜樂里004鄰民有東路１２巷５８號三樓,民國111年3月1日,行政區域調整
9139,桃園市桃園區檜樂里004鄰民有東路１２巷５８號四樓,民國111年3月1日,行政區域調整
9140,桃園市桃園區檜樂里004鄰民有東路１２巷６０號,民國111年3月1日,行政區域調整
9141,桃園市桃園區檜樂里004鄰民有東路１２巷６０號二樓,民國111年3月1日,行政區域調整
9142,桃園市桃園區檜樂里004鄰民有東路１２巷６０號三樓,民國111年3月1日,行政區域調整
9143,桃園市桃園區檜樂里004鄰民有東路１２巷６０號四樓,民國111年3月1日,行政區域調整
9144,桃園市桃園區檜樂里004鄰民有東路１２巷６２號,民國111年3月1日,行政區域調整
9145,桃園市桃園區檜樂里004鄰民有東路１２巷６２號二樓,民國111年3月1日,行政區域調整
9146,桃園市桃園區檜樂里004鄰民有東路１２巷６２號三樓,民國111年3月1日,行政區域調整
9147,桃園市桃園區檜樂里004鄰民有東路１２巷６２號四樓,民國111年3月1日,行政區域調整
9148,桃園市桃園區檜樂里001鄰民有東路１６之１號,民國111年3月1日,行政區域調整
9149,桃園市桃園區檜樂里001鄰民有東路１６之１號七樓,民國111年3月1日,行政區域調整
9150,桃園市桃園區檜樂里001鄰民有東路１６之１號九樓,民國111年3月1日,行政區域調整
9151,桃園市桃園區檜樂里001鄰民有東路１６之１號二樓,民國111年3月1日,行政區域調整
9152,桃園市桃園區檜樂里001鄰民有東路１６之１號八樓,民國111年3月1日,行政區域調整
9153,桃園市桃園區福林里002鄰介壽路１９９號,民國111年3月1日,行政區域調整
9154,桃園市桃園區檜樂里001鄰民有東路２４巷１號,民國111年3月1日,行政區域調整
9155,桃園市桃園區檜樂里001鄰民有東路２４巷２號,民國111年3月1日,行政區域調整
9156,桃園市桃園區檜樂里001鄰民有東路２４巷３號,民國111年3月1日,行政區域調整
9157,桃園市桃園區檜樂里001鄰民有東路２４巷５號,民國111年3月1日,行政區域調整
9158,桃園市桃園區檜樂里001鄰民有東路２４巷６號,民國111年3月1日,行政區域調整
9159,桃園市桃園區檜樂里001鄰民有東路２４巷７號,民國111年3月1日,行政區域調整
9160,桃園市桃園區檜樂里002鄰民有東路２６之１號七樓,民國111年3月1日,行政區域調整
9161,桃園市桃園區檜樂里002鄰民有東路２６之１號九樓,民國111年3月1日,行政區域調整
9162,桃園市桃園區檜樂里002鄰民有東路２６之１號八樓,民國111年3月1日,行政區域調整
9163,桃園市桃園區檜樂里002鄰民有東路２６之１號十一樓,民國111年3月1日,行政區域調整
9164,桃園市桃園區檜樂里002鄰民有東路２６之１號十二樓,民國111年3月1日,行政區域調整
9165,桃園市桃園區檜樂里002鄰民有東路２６之１號十三樓,民國111年3月1日,行政區域調整
9166,桃園市桃園區檜樂里002鄰民有東路２６之１號十樓,民國111年3月1日,行政區域調整
9167,桃園市桃園區檜樂里001鄰民有東路１６之１號十一樓,民國111年3月1日,行政區域調整
9168,桃園市桃園區檜樂里001鄰民有東路１６之１號十樓,民國111年3月1日,行政區域調整
9169,桃園市桃園區檜樂里001鄰民有東路１６之１號三樓,民國111年3月1日,行政區域調整
9170,桃園市桃園區檜樂里001鄰民有東路１６之１號五樓,民國111年3月1日,行政區域調整
9171,桃園市桃園區檜樂里001鄰民有東路１６之１號六樓,民國111年3月1日,行政區域調整
9172,桃園市桃園區檜樂里001鄰民有東路１６之１號四樓,民國111年3月1日,行政區域調整
9173,桃園市桃園區檜樂里001鄰民有東路１６之２號七樓,民國111年3月1日,行政區域調整
9174,桃園市桃園區檜樂里001鄰民有東路１６之２號九樓,民國111年3月1日,行政區域調整
9175,桃園市桃園區檜樂里001鄰民有東路１６之２號二樓,民國111年3月1日,行政區域調整
9176,桃園市桃園區檜樂里001鄰民有東路１６之２號八樓,民國111年3月1日,行政區域調整
9177,桃園市桃園區檜樂里001鄰民有東路１６之２號十一樓,民國111年3月1日,行政區域調整
9178,桃園市桃園區檜樂里001鄰民有東路１６之２號十樓,民國111年3月1日,行政區域調整
9179,桃園市桃園區檜樂里001鄰民有東路１６之２號三樓,民國111年3月1日,行政區域調整
9180,桃園市桃園區檜樂里001鄰民有東路１６之２號五樓,民國111年3月1日,行政區域調整
9181,桃園市桃園區檜樂里001鄰民有東路１６之２號六樓,民國111年3月1日,行政區域調整
9182,桃園市桃園區檜樂里001鄰民有東路１６之２號四樓,民國111年3月1日,行政區域調整
9183,桃園市桃園區檜樂里001鄰民有東路１６號,民國111年3月1日,行政區域調整
9184,桃園市桃園區檜樂里001鄰民有東路１８之１號七樓,民國111年3月1日,行政區域調整
9185,桃園市桃園區檜樂里001鄰民有東路１８之１號九樓,民國111年3月1日,行政區域調整
9186,桃園市桃園區檜樂里001鄰民有東路１８之１號二樓,民國111年3月1日,行政區域調整
9187,桃園市桃園區檜樂里001鄰民有東路１８之１號八樓,民國111年3月1日,行政區域調整
9188,桃園市桃園區檜樂里001鄰民有東路１８之１號十一樓,民國111年3月1日,行政區域調整
9189,桃園市桃園區檜樂里001鄰民有東路１８之１號十樓,民國111年3月1日,行政區域調整
9190,桃園市桃園區檜樂里001鄰民有東路１８之１號三樓,民國111年3月1日,行政區域調整
9191,桃園市桃園區檜樂里001鄰民有東路１８之１號五樓,民國111年3月1日,行政區域調整
9192,桃園市桃園區檜樂里001鄰民有東路１８之１號六樓,民國111年3月1日,行政區域調整
9193,桃園市桃園區檜樂里001鄰民有東路１８之１號四樓,民國111年3月1日,行政區域調整
9194,桃園市桃園區檜樂里001鄰民有東路１８號七樓,民國111年3月1日,行政區域調整
9195,桃園市桃園區檜樂里001鄰民有東路１８號九樓,民國111年3月1日,行政區域調整
9196,桃園市桃園區檜樂里001鄰民有東路１８號二樓,民國111年3月1日,行政區域調整
9197,桃園市桃園區檜樂里001鄰民有東路１８號八樓,民國111年3月1日,行政區域調整
9198,桃園市桃園區檜樂里001鄰民有東路１８號十一樓,民國111年3月1日,行政區域調整
9199,桃園市桃園區經國里002鄰大興西路一段１５１巷２弄４號,民國111年3月1日,行政區域調整
9200,桃園市桃園區經國里002鄰大興西路一段１５１巷２弄５號,民國111年3月1日,行政區域調整
9201,桃園市桃園區經國里002鄰大興西路一段１５１巷２弄６號,民國111年3月1日,行政區域調整
9202,桃園市桃園區經國里002鄰大興西路一段１５１巷２弄７號,民國111年3月1日,行政區域調整
9203,桃園市桃園區經國里002鄰大興西路一段１５１巷２弄８號,民國111年3月1日,行政區域調整
